X,Y
0.1,-42.29755056626964
0.31055276381909547,151.49770434793257
0.521105527638191,68.20038200378309
0.7316582914572863,71.04775224748572
0.9422110552763818,-89.43086098702084
1.1527638190954774,-79.73555396557232
1.3633165829145728,137.12239945213136
1.5738693467336684,84.55079201765783
1.7844221105527638,112.66063221564234
1.9949748743718592,56.35903164326754
2.2055276381909548,-31.22283318384212
2.41608040201005,-204.71588664175817
2.6266331658291455,21.879750111131933
2.837185929648241,-68.98177425043805
3.0477386934673367,36.52858058168377
3.258291457286432,-18.643883850595188
3.4688442211055275,123.663719405909
3.679396984924623,18.25027162209545
3.8899497487437182,-54.88310833609161
4.100502512562813,76.92670524259285
4.311055276381909,-8.336161902165841
4.521608040201004,13.712451604691752
4.7321608040201,158.24517345376344
4.942713567839196,67.74894785351569
5.1532663316582905,-95.67794378524015
5.363819095477386,57.51561993405031
5.574371859296481,119.54731270659273
5.784924623115577,-4.377502741513368
5.995477386934673,218.97602184295854
6.206030150753768,58.744223517284865
6.416582914572864,-106.33796767715273
6.627135678391959,127.68911824731636
6.837688442211054,41.80947672339696
7.04824120603015,40.838267960581945
7.258793969849245,-93.54223855973419
7.469346733668341,107.87390394242995
7.679899497487436,23.9022234162576
7.890452261306532,55.6643760071641
8.101005025125627,97.78723333254504
8.311557788944723,-182.92187603522763
8.522110552763818,118.01471843979948
8.732663316582913,111.2563730604094
8.943216080402008,-115.17935140806293
9.153768844221105,132.12578495220305
9.3643216080402,15.685255832533535
9.574874371859295,53.006363859848776
9.785427135678392,-22.600160763822544
9.995979899497486,47.42897963729234
10.206532663316581,-60.650244975166046
10.417085427135678,59.00294685509733
10.627638190954773,-5.65147912421773
10.838190954773868,183.93028535639442
11.048743718592963,30.574086151819884
11.25929648241206,135.57468425457702
11.469849246231155,75.14000389402953
11.68040201005025,161.99692849513517
11.890954773869346,-53.308952021771745
12.101507537688441,239.24743305841713
12.312060301507536,349.1420792594284
12.522613065326633,12.951742018834395
12.733165829145728,121.54153616778282
12.943718592964823,171.3820148097949
