X,Y
3.3530623821209775,2.4538456212428317
4.871934094604069,1.5862536650025736
6.2205457164211175,1.626259967029784
4.086312528110431,2.0015412109017894
4.806622277398583,2.138675351712941
4.664225500598517,2.147433804390022
6.835734553796555,3.2946466995018597
5.771307321559662,1.6478042243910591
5.110106994889167,2.988666254684479
3.918955556376617,1.9798227370430794
4.599341291619252,1.4358583514884287
3.9960781751068364,1.1285866958981337
4.037708714350578,1.0656755602661485
4.780625250373548,1.6436583205928355
5.655980600888529,2.1032096929689623
5.62177892608698,2.221527945324017
5.313683549842253,2.808515620494086
5.271303072549735,1.34838027917642
3.6346692182914664,0.9412698260735024
3.6861000990028208,1.6456177127888258
6.256935790352573,3.2439458030618313
4.10477617807465,0.04833556096953884
6.203664443262525,2.6787328418253096
4.093584189295914,1.3886488541281068
5.130996501376401,2.1582135794396837
5.506530765429174,2.4796592699864024
4.971107359567128,2.9703721794029074
5.605963448009292,3.086234778776909
2.7282399030764655,2.047099979065214
5.258063021371936,2.781638218844763
3.693828784834623,1.3051732552318618
4.370413379691174,1.912615681035461
5.800698895693579,2.037794785584751
3.7695900488182,1.6940137532562385
5.012026438822434,2.8267270588469002
5.080229403647214,2.7458682450979732
5.276312794568526,2.721891290995098
5.091685799777096,2.3556950333462683
5.062284385624129,3.3171950757665822
6.578611324797601,2.0631156335411664
3.9342508413366364,0.9271927701818725
4.791201741657964,2.383740795706127
5.5257862078972195,2.007803691507522
6.430483030128441,2.3127951141882592
4.355550897810955,1.1625362260740453
3.527916051093536,1.6714487105876605
2.7218914762027393,0.5604710764755164
4.758442137762744,1.6599289774587596
3.9749441154160094,2.03550755999545
7.222431424665402,2.4102713658579717
4.444217844524196,2.0814122774048602
5.071948846739569,1.0896769940162954
4.485669496877927,1.7675183489131652
5.085987738376492,2.3541001201183165
6.227615669830946,2.783448803689465
3.835253515597483,1.4233244485882202
5.031324979569271,2.0933405087054937
5.395342988402933,0.5590382293478007
3.5731291248101416,1.2886360009312046
6.718032434127782,3.1382097139014435
6.007567232015906,2.6506319070153244
5.896462218806933,2.2750476420641457
2.609558526362257,0.3232239812727207
5.816700417215019,2.598303076657996
3.0617460933783116,0.9959793248665292
5.631339680217019,2.172584799448394
4.155636841356971,1.8165699619080868
4.828523810698907,1.6563833833081731
8.533051811986446,3.8474635113168705
3.2437162246410365,1.1686462479056423
4.5472147043959374,1.9727666945230435
5.448244283378574,2.2472330279682127
5.365204951573986,1.6443619571956836
3.571915717192476,2.7972521536216486
5.187309154377454,1.539484615266404
4.304469184377777,1.3708441451839217
6.635687939162746,2.697197419020035
5.359358327321794,2.5617755081092612
6.310491147479414,2.8261710673573988
5.47745940978376,2.1611813527957398
4.010608452033264,0.8722715439357527
4.724645692917008,1.9849983818479742
6.110663262723627,2.9410555015316273
4.531280312906977,1.4299464682137026
5.449020314917743,1.7226935320638048
4.5881172971738575,3.1074221507179627
4.538113322062145,3.0146402944384345
4.973234346571472,2.996830265539774
5.663200769507621,2.1911090459326688
4.6482587771033685,1.6118831716422004
6.190178012843894,2.5881019451065965
4.886870578220172,2.2995507175520857
5.942136159240892,2.615133554247161
5.3482522416681375,3.101352695181682
5.284464538942623,2.5542973213262528
3.9660955625706986,1.6852297644716456
6.706994845426386,2.4222596079299348
5.6500748788318464,2.2240236573721153
5.077873101067866,1.7062032993188363
5.962620369190496,2.408682252524121
