X,Y
0.1,274.6086640247421
0.31055276381909547,235.39141665312349
0.521105527638191,241.09296523251138
0.7316582914572863,264.5688009178862
0.9422110552763818,197.30451678509417
1.1527638190954774,249.88183377831814
1.3633165829145728,234.4414525352926
1.5738693467336684,300.72635247006986
1.7844221105527638,278.5343008085621
1.9949748743718592,291.8554848965887
2.2055276381909548,286.7086053947854
2.41608040201005,240.0348505318055
2.6266331658291455,268.9050743948869
2.837185929648241,322.4578636529823
3.0477386934673367,193.53321820347315
3.258291457286432,266.3298300599772
3.4688442211055275,272.8324605672126
3.679396984924623,286.5671295464404
3.8899497487437182,247.3780032650921
4.100502512562813,189.2121964712259
4.311055276381909,207.49478164399915
4.521608040201004,249.42823729717233
4.7321608040201,203.94255917279173
4.942713567839196,246.60477563828024
5.1532663316582905,259.23306747599446
5.363819095477386,292.246727096516
5.574371859296481,253.79068854745944
5.784924623115577,286.27226955646364
5.995477386934673,241.34875782747037
6.206030150753768,303.56587827152157
6.416582914572864,292.71732736167087
6.627135678391959,262.40200222732284
6.837688442211054,254.32976110115203
7.04824120603015,242.70694590405415
7.258793969849245,312.3196699165806
7.469346733668341,305.9316791845696
7.679899497487436,320.0691687793898
7.890452261306532,303.91771328903866
8.101005025125627,299.8827662046574
8.311557788944723,236.4441691794684
8.522110552763818,309.0858974305976
8.732663316582913,302.9181570011979
8.943216080402008,215.86146265638445
9.153768844221105,264.651286145427
9.3643216080402,284.5364246076801
9.574874371859295,259.11721587192113
9.785427135678392,312.5676428772776
9.995979899497486,257.563459011368
10.206532663316581,301.19692701890995
10.417085427135678,264.359964874702
10.627638190954773,291.4423994061826
10.838190954773868,355.5649315583368
11.048743718592963,277.4020223742908
11.25929648241206,295.30770858192653
11.469849246231155,245.5306546799894
11.68040201005025,300.2197611917553
11.890954773869346,310.81195049729075
12.101507537688441,317.3402193258577
12.312060301507536,305.7691093340546
12.522613065326633,341.8963689608282
12.733165829145728,277.70243535536594
12.943718592964823,245.69707842145283
13.154271356783918,332.6332240294992
13.364824120603014,255.45339985322408
13.57537688442211,244.7861205135756
13.785929648241204,280.82850077096015
13.9964824120603,280.8052286149085
14.207035175879396,276.4679493287818
14.41758793969849,326.5619735204023
14.628140703517586,251.20551322872637
14.838693467336682,224.47740719331637
15.049246231155777,355.9396460290113
15.259798994974872,284.33896944624496
15.470351758793969,268.74103785935154
15.680904522613064,327.04189315591293
15.891457286432159,299.4749147358593
16.102010050251256,286.8121458078529
16.31256281407035,285.4308638168449
16.52311557788945,385.2191725290704
16.733668341708544,264.67144675325875
16.94422110552764,292.23929230006496
17.154773869346734,387.4709808773207
17.36532663316583,252.91995865478023
17.575879396984924,368.7943251190551
17.78643216080402,363.95752565711115
17.996984924623117,362.52068719978587
18.207537688442212,340.1318771243822
18.418090452261307,367.6399333408241
18.628643216080402,321.4739916214144
18.839195979899497,290.35009309705936
19.04974874371859,322.45168855602486
19.26030150753769,294.7770307114505
19.470854271356785,280.8122077096333
19.68140703517588,354.24396432791605
19.891959798994975,342.2454857918214
20.10251256281407,373.37390925245086
20.313065326633165,305.1443681691178
20.52361809045226,322.54295450537455
20.73417085427136,401.85609927468136
20.944723618090453,279.2742415143723
21.155276381909548,344.0969790801094
21.365829145728643,328.34490580055143
21.576381909547738,381.5572721145944
21.786934673366833,363.14412799084596
21.997487437185928,351.8341911374604
22.208040201005026,400.2347283781328
22.41859296482412,337.390882764396
22.629145728643216,288.09429619223135
22.83969849246231,354.0477532653451
23.050251256281406,262.59140731060893
23.2608040201005,345.7526210873259
23.471356783919596,343.78034623163325
23.681909547738694,351.5269307056426
23.89246231155779,339.2631570255475
24.103015075376884,396.51428815471945
24.31356783919598,441.16981491304307
24.524120603015074,402.5068374344052
24.73467336683417,391.8987051591652
24.945226130653268,312.1315304863419
25.155778894472363,339.5608894560516
25.366331658291458,373.37184126794176
25.576884422110552,362.3573064021814
25.787437185929647,421.19571575551305
25.997989949748742,381.5934361119585
26.208542713567837,321.26516469288475
26.419095477386936,386.9929726470267
26.62964824120603,366.07531766081706
26.840201005025126,354.9079296965094
27.05075376884422,390.7731113510062
27.261306532663315,346.4038095130616
27.47185929648241,336.3354277574877
27.682412060301505,417.6458994136717
27.892964824120604,364.4516243722532
